league	club	playerIndex	player	age	value	wage	method
it	Lecce	345	Munari	27	1600000	100000	fifa11-club
it	Lecce	349	Corvia	25	3300000	250000	fifa11-club
it	Lecce	350	Lepore	25	3300000	250000	fifa11-unique
it	Lecce	351	Benassi	28	1200000	100000	fifa11-club
it	Lecce	342	Mesbah	25	1100000	100000	fifa11-club
it	Lecce	359	Donati	20	1300000	100000	fifa11-club
it	Lecce	353	Esposito	27	600000	50000	audited-retained
it	Lecce	352	Giuliatto	26	500000	50000	fifa11-club
it	Lecce	358	Vives	30	800000	50000	fifa11-club
it	Lecce	354	Defendi	25	700000	50000	fifa11-unique
it	Lecce	467	Ofere	24	1000000	100000	audited-addition
it	Lecce	355	Di Michele	34	400000	50000	fifa11-club
it	Lecce	464	Petrachi	24	700000	50000	audited-addition
it	Lecce	465	Gustavo	28	1200000	100000	audited-addition
it	Lecce	466	Grossmuller	27	1700000	150000	audited-addition
it	Cesena	372	Cavalieri	27	3200000	250000	fifa11-club
it	Cesena	364	Lauro	29	1400000	100000	fifa11-club
it	Cesena	363	Volta	23	2000000	150000	fifa11-unique
it	Cesena	362	Nagatomo	23	1600000	100000	fifa11-club
it	Cesena	361	Ceccarelli	27	1300000	100000	fifa11-club
it	Cesena	370	Jimenez	26	3700000	300000	fifa11-club
it	Cesena	371	Sammarco	27	3500000	250000	fifa11-unique
it	Cesena	366	Giaccherini	25	3300000	250000	fifa11-club
it	Cesena	367	De Feudis	27	2100000	150000	fifa11-unique
it	Cesena	368	Schelotto	21	2100000	150000	fifa11-club
it	Cesena	369	Bogdani	33	1800000	150000	fifa11-club
it	Cesena	360	Antonioli	40	700000	50000	fifa11-club
it	Cesena	379	Franceschini	35	300000	50000	audited-retained
it	Cesena	376	Colucci	30	600000	50000	fifa11-club
it	Cesena	377	De Maio	23	900000	50000	fifa11-unique
it	Cesena	365	Parolo	25	1800000	150000	fifa11-club
it	Cesena	378	Ragusa	30	800000	50000	audited-retained
it	Cesena	373	Piangerelli	36	200000	50000	fifa11-club
it	Cesena	469	Appiah	29	1500000	100000	audited-addition
it	Cesena	375	Malonga	21	1000000	100000	fifa11-club
it	Cesena	468	Pellegrino	30	1000000	100000	audited-addition
it	Cesena	470	Ighalo	21	1800000	150000	audited-addition
it	Brescia	380	Arcari	32	1400000	100000	fifa11-club
it	Brescia	381	Lopez	32	1200000	100000	audited-retained
it	Brescia	382	Bega	35	700000	50000	fifa11-club
it	Brescia	384	Zebina	32	900000	50000	fifa11-club
it	Brescia	383	Zoboli	28	1200000	100000	fifa11-club
it	Brescia	388	Diamanti	27	2400000	200000	fifa11-club
it	Brescia	387	Hetemaj	23	2500000	200000	fifa11-club
it	Brescia	385	Salamon	21	2200000	150000	fifa11-unique
it	Brescia	386	Kone	23	1000000	100000	fifa11-club
it	Brescia	389	Eder	23	3500000	250000	fifa11-club
it	Brescia	390	Caracciolo	28	2700000	200000	fifa11-club
it	Brescia	397	Sereni	35	400000	50000	fifa11-club
it	Brescia	399	Owusu	35	300000	50000	audited-retained
it	Brescia	393	Dallamano	26	600000	50000	fifa11-club
it	Brescia	392	De Maio	23	500000	50000	fifa11-club
it	Brescia	394	Vass	21	1100000	100000	fifa11-club
it	Brescia	391	Taddei	29	500000	50000	fifa11-club
it	Brescia	398	Rispoli	22	600000	50000	fifa11-unique
it	Brescia	395	Possanzini	34	500000	50000	fifa11-club
it	Brescia	471	Leali	17	1500000	100000	audited-addition
it	Brescia	472	Berardi	22	1000000	100000	audited-addition
it	Brescia	473	Budel	29	1200000	100000	audited-addition
de	Bayern	0	Butt	36	8400000	650000	fifa11-club
de	Bayern	1	Lahm	26	37100000	2800000	fifa11-club
de	Bayern	2	Van Buyten	32	9800000	750000	fifa11-club
de	Bayern	4	Contento	20	16900000	1250000	fifa11-club
de	Bayern	3	Demichelis	29	10000000	750000	fifa11-club
de	Bayern	5	Ribery	27	41600000	3100000	fifa11-club
de	Bayern	7	Schweinsteiger	26	34400000	2600000	fifa11-club
de	Bayern	15	Kroos	20	16200000	1200000	fifa11-club
de	Bayern	8	Robben	26	51900000	3900000	fifa11-club
de	Bayern	17	Gomez	25	49800000	3750000	fifa11-club
de	Bayern	9	Muller	20	30000000	2250000	fifa11-club
de	Bayern	11	Kraft	22	6300000	450000	fifa11-club
de	Bayern	18	Badstuber	21	14900000	1100000	fifa11-club
de	Bayern	13	Breno	20	5100000	400000	fifa11-club
de	Bayern	6	Van Bommel	33	4600000	350000	fifa11-club
de	Bayern	16	Altintop	27	8400000	650000	fifa11-club
de	Bayern	12	Pranjic	28	6400000	500000	fifa11-club
de	Bayern	14	Tymoshchuk	31	5600000	400000	fifa11-club
de	Bayern	19	Ottl	25	6400000	500000	fifa11-club
de	Bayern	10	Klose	32	7300000	550000	fifa11-club
de	Bayern	360	Sattelmaier	23	2300000	150000	audited-addition
de	Bayern	361	Braafheid	27	4600000	350000	audited-addition
de	Bayern	362	Alaba	18	3800000	300000	audited-addition
de	Bayern	363	Olic	30	10100000	750000	audited-addition
de	Schalke 04	20	Neuer	24	55700000	4200000	fifa11-club
de	Schalke 04	22	Howedes	22	22600000	1700000	fifa11-club
de	Schalke 04	21	Uchida	22	6500000	500000	fifa11-club
de	Schalke 04	23	Papadopoulos	18	5300000	400000	fifa11-club
de	Schalke 04	34	Metzelder	29	2200000	150000	fifa11-club
de	Schalke 04	25	Farfan	25	8300000	600000	fifa11-club
de	Schalke 04	27	Jurado	24	4900000	350000	fifa11-club
de	Schalke 04	30	Rakitic	22	5200000	400000	fifa11-club
de	Schalke 04	26	Jones	28	2900000	200000	fifa11-club
de	Schalke 04	28	Raul	33	14400000	1100000	fifa11-club
de	Schalke 04	29	Huntelaar	27	26700000	2000000	fifa11-club
de	Schalke 04	364	Schober	34	1200000	100000	audited-addition
de	Schalke 04	24	Pander	27	2300000	150000	fifa11-club
de	Schalke 04	33	Hoogland	25	2600000	200000	fifa11-club
de	Schalke 04	38	Plestan	29	1400000	100000	fifa11-club
de	Schalke 04	365	Matip	19	3900000	300000	audited-addition
de	Schalke 04	36	Pliatsikas	22	2600000	200000	fifa11-club
de	Schalke 04	35	Kenia	19	2300000	150000	fifa11-club
de	Schalke 04	37	Kobiashvili	33	1000000	100000	fifa11-unique
de	Schalke 04	39	Edu	28	1700000	150000	fifa11-club
de	Schalke 04	366	Escudero	20	1900000	150000	audited-addition
de	Schalke 04	367	Moritz	20	2200000	150000	audited-addition
de	Schalke 04	368	Gavranovic	20	1600000	100000	audited-addition
de	Werder	40	Wiese	28	16100000	1200000	fifa11-club
de	Werder	42	Mertesacker	25	6000000	450000	fifa11-club
de	Werder	41	Fritz	29	4500000	350000	fifa11-club
de	Werder	43	Naldo	27	4600000	350000	fifa11-club
de	Werder	44	Boenisch	23	4700000	350000	fifa11-club
de	Werder	49	Bargfrede	21	7900000	600000	fifa11-club
de	Werder	46	Frings	33	2700000	200000	fifa11-club
de	Werder	371	Borowski	30	2700000	200000	audited-addition
de	Werder	45	Marin	22	4600000	350000	fifa11-club
de	Werder	50	Almeida	26	7000000	500000	fifa11-club
de	Werder	48	Arnautovic	21	6200000	450000	fifa11-club
de	Werder	51	Vander	29	1300000	100000	fifa11-club
de	Werder	53	Prodl	23	2400000	200000	fifa11-club
de	Werder	370	Pasanen	29	1700000	150000	audited-addition
de	Werder	52	Andersen	22	1800000	150000	fifa11-club
de	Werder	59	Silvestre	33	800000	50000	fifa11-club
de	Werder	55	Jensen	31	1200000	100000	fifa11-club
de	Werder	58	Wesley	23	1900000	150000	fifa11-club
de	Werder	54	Kroos	19	2100000	150000	fifa11-club
de	Werder	57	Hunt	23	2000000	150000	fifa11-club
de	Werder	369	Mielitz	21	1000000	100000	audited-addition
de	Werder	372	Pizarro	31	7100000	550000	audited-addition
de	Leverkusen	60	Adler	25	20000000	1500000	fifa11-club
de	Leverkusen	64	Kadlec	25	18000000	1350000	fifa11-club
de	Leverkusen	61	Castro	23	14200000	1050000	fifa11-club
de	Leverkusen	68	Schwaab	22	14600000	1100000	fifa11-club
de	Leverkusen	77	Vidal	23	23500000	1750000	fifa11-club
de	Leverkusen	67	Barnetta	25	16000000	1200000	fifa11-club
de	Leverkusen	65	Rolfes	28	11600000	850000	fifa11-club
de	Leverkusen	66	Augusto	22	17800000	1350000	fifa11-club
de	Leverkusen	76	Sam	22	16100000	1200000	fifa11-club
de	Leverkusen	70	Kiessling	26	10900000	800000	fifa11-club
de	Leverkusen	69	Derdiyok	22	8900000	650000	fifa11-club
de	Leverkusen	71	Giefer	20	3700000	300000	fifa11-club
de	Leverkusen	62	Friedrich	30	8100000	600000	fifa11-club
de	Leverkusen	63	Hyypia	36	2600000	200000	fifa11-club
de	Leverkusen	72	Reinartz	21	6600000	500000	fifa11-club
de	Leverkusen	74	Sinkiewicz	24	5400000	400000	fifa11-unique
de	Leverkusen	79	Vida	21	3300000	250000	fifa11-club
de	Leverkusen	78	Bender	21	14100000	1050000	fifa11-club
de	Leverkusen	75	Ballack	33	3500000	250000	fifa11-club
de	Leverkusen	73	Helmes	26	7800000	600000	fifa11-club
de	Leverkusen	373	Balitsch	29	5300000	400000	audited-addition
de	Leverkusen	374	Kaplan	20	2700000	200000	audited-addition
de	Leverkusen	375	Jorgensen	19	3300000	250000	audited-addition
de	Dortmund	80	Weidenfeller	30	11000000	800000	fifa11-club
de	Dortmund	83	Hummels	21	34300000	2550000	fifa11-club
de	Dortmund	82	Subotic	21	26700000	2000000	fifa11-club
de	Dortmund	95	Piszczek	25	18000000	1350000	fifa11-club
de	Dortmund	81	Owomoyela	30	10200000	750000	fifa11-club
de	Dortmund	87	Sahin	21	40500000	3050000	fifa11-club
de	Dortmund	97	Gotze	18	30100000	2250000	fifa11-club
de	Dortmund	96	Kagawa	21	25600000	1900000	fifa11-club
de	Dortmund	86	Kuba	24	14800000	1100000	fifa11-club
de	Dortmund	92	Bender	21	15800000	1200000	fifa11-club
de	Dortmund	99	Barrios	25	30600000	2300000	fifa11-club
de	Dortmund	376	Langerak	22	3200000	250000	audited-addition
de	Dortmund	84	Schmelzer	22	12900000	950000	fifa11-club
de	Dortmund	93	Santana	24	7700000	600000	fifa11-club
de	Dortmund	98	Grosskreutz	22	8600000	650000	fifa11-club
de	Dortmund	378	Feulner	28	5800000	450000	audited-addition
de	Dortmund	85	Kehl	30	4300000	300000	fifa11-club
de	Dortmund	88	Hajnal	29	4700000	350000	fifa11-club
de	Dortmund	90	Zidan	28	6700000	500000	fifa11-club
de	Dortmund	89	Lewandowski	22	8200000	600000	fifa11-club
de	Dortmund	377	Dede	32	5700000	450000	audited-addition
de	Dortmund	379	Le Tallec	19	4300000	300000	audited-addition
de	Stuttgart	100	Ulreich	22	6300000	450000	fifa11-club
de	Stuttgart	380	Boulahrouz	28	2400000	200000	audited-addition
de	Stuttgart	101	Trasch	22	5700000	450000	fifa11-club
de	Stuttgart	103	Tasci	23	5500000	400000	fifa11-club
de	Stuttgart	102	Delpierre	29	2500000	200000	fifa11-club
de	Stuttgart	382	Funk	20	1000000	100000	audited-addition
de	Stuttgart	105	Kuzmanovic	22	6000000	450000	fifa11-club
de	Stuttgart	108	Gebhart	21	6200000	450000	fifa11-club
de	Stuttgart	110	Pogrebnyak	26	7000000	500000	fifa11-club
de	Stuttgart	109	Cacau	29	2800000	200000	fifa11-club
de	Stuttgart	111	Stolz	26	2900000	200000	fifa11-club
de	Stuttgart	112	Boka	27	2000000	150000	fifa11-club
de	Stuttgart	115	Molinaro	27	1700000	150000	fifa11-club
de	Stuttgart	114	Niedermeier	24	1900000	150000	fifa11-club
de	Stuttgart	116	Gentner	25	3200000	250000	fifa11-club
de	Stuttgart	113	Audel	26	2200000	150000	fifa11-club
de	Stuttgart	118	Marica	24	2600000	200000	fifa11-club
de	Stuttgart	119	Harnik	23	1100000	100000	fifa11-club
de	Stuttgart	91	Ziegler	34	4300000	300000	fifa11-club
de	Stuttgart	381	Bah	22	1600000	100000	audited-addition
de	Stuttgart	383	Bicakcic	20	1700000	150000	audited-addition
de	Hamburg	120	Rost	37	3500000	250000	fifa11-club
de	Hamburg	122	Westermann	27	4900000	350000	fifa11-club
de	Hamburg	121	Demel	29	4500000	350000	fifa11-club
de	Hamburg	123	Mathijsen	30	2500000	200000	fifa11-club
de	Hamburg	124	Jansen	24	3500000	250000	fifa11-club
de	Hamburg	125	Trochowski	26	4500000	350000	fifa11-club
de	Hamburg	126	Jarolim	31	2900000	200000	fifa11-club
de	Hamburg	128	Elia	23	5400000	400000	fifa11-club
de	Hamburg	127	Roberto	36	1100000	100000	fifa11-club
de	Hamburg	130	Petric	29	6200000	450000	fifa11-club
de	Hamburg	129	Guerrero	26	7000000	500000	fifa11-club
de	Hamburg	131	Mickel	21	1600000	100000	fifa11-club
de	Hamburg	133	Aogo	23	2400000	200000	fifa11-club
de	Hamburg	385	Diekmeier	20	2500000	200000	audited-addition
de	Hamburg	135	Rincon	22	1900000	150000	fifa11-club
de	Hamburg	137	Torun	20	2000000	150000	fifa11-club
de	Hamburg	138	Pitroipa	24	1800000	150000	fifa11-club
de	Hamburg	134	Kacar	23	1900000	150000	fifa11-club
de	Hamburg	139	Tesche	23	1900000	150000	fifa11-club
de	Hamburg	136	Van Nistelrooy	34	900000	50000	fifa11-club
de	Hamburg	178	Choupo-Moting	21	1600000	100000	fifa11-club
de	Hamburg	384	Drobny	30	4300000	300000	audited-addition
de	Wolfsburg	140	Benaglio	26	4300000	300000	fifa11-club
de	Wolfsburg	144	Schafer	26	4900000	350000	fifa11-club
de	Wolfsburg	147	Friedrich	31	2800000	200000	fifa11-club
de	Wolfsburg	141	Riether	27	3900000	300000	fifa11-club
de	Wolfsburg	143	Barzagli	29	2800000	200000	fifa11-club
de	Wolfsburg	145	Kahlenberg	27	4200000	300000	fifa11-club
de	Wolfsburg	146	Josue	31	2900000	200000	fifa11-club
de	Wolfsburg	159	Cicero	26	2600000	200000	fifa11-club
de	Wolfsburg	150	Dzeko	24	31400000	2350000	fifa11-club
de	Wolfsburg	149	Grafite	31	4100000	300000	fifa11-club
de	Wolfsburg	148	Mandzukic	24	5100000	400000	fifa11-club
de	Wolfsburg	151	Lenz	36	1000000	100000	fifa11-club
de	Wolfsburg	142	Madlung	28	2700000	200000	fifa11-club
de	Wolfsburg	152	Pekarik	23	2400000	200000	fifa11-club
de	Wolfsburg	155	Kjaer	21	2100000	150000	appearance-db
de	Wolfsburg	154	Wolze	20	1900000	150000	fifa11-club
de	Wolfsburg	156	Gartner	23	2900000	200000	audited-retained
de	Wolfsburg	153	Diego	25	2300000	150000	fifa11-club
de	Wolfsburg	386	Hitz	22	1600000	100000	audited-addition
de	Wolfsburg	387	Dejagah	24	3700000	300000	audited-addition
de	Wolfsburg	388	Cigerci	18	900000	50000	audited-addition
de	Wolfsburg	389	F. Johnson	22	1800000	150000	audited-addition
de	Mainz 05	160	Muller	32	5500000	400000	fifa11-club
de	Mainz 05	161	Zabavnik	29	5000000	400000	fifa11-club
de	Mainz 05	164	Low	31	4100000	300000	fifa11-club
de	Mainz 05	163	Bungert	23	6300000	450000	fifa11-club
de	Mainz 05	173	Fuchs	24	5400000	400000	fifa11-club
de	Mainz 05	167	Pekovic	31	4400000	350000	audited-retained
de	Mainz 05	166	Ivanschitz	26	6000000	450000	fifa11-club
de	Mainz 05	165	Heller	28	3900000	300000	fifa11-club
de	Mainz 05	168	Soto	30	3200000	250000	fifa11-club
de	Mainz 05	176	Holtby	19	4800000	350000	fifa11-club
de	Mainz 05	169	Allagui	24	10200000	750000	fifa11-club
de	Mainz 05	170	Wetklo	30	5500000	400000	fifa11-club
de	Mainz 05	162	Noveski	31	2800000	200000	fifa11-club
de	Mainz 05	175	Svensson	31	1600000	100000	fifa11-club
de	Mainz 05	171	Kirchhoff	19	3000000	200000	fifa11-club
de	Mainz 05	172	Vrancic	25	2800000	200000	audited-retained
de	Mainz 05	174	Karhan	34	1200000	100000	fifa11-club
de	Mainz 05	177	Polanski	24	2900000	200000	fifa11-club
de	Mainz 05	179	Schurrle	19	8600000	650000	fifa11-club
de	Mainz 05	392	Szalai	22	4000000	300000	audited-addition
de	Mainz 05	390	Fathi	26	3500000	250000	audited-addition
de	Mainz 05	391	Risse	20	4500000	350000	audited-addition
de	Frankfurt	180	Nikolov	36	1500000	100000	fifa11-club
de	Frankfurt	181	Ochs	26	2800000	200000	fifa11-club
de	Frankfurt	182	Franz	29	1900000	150000	fifa11-club
de	Frankfurt	183	Russ	25	2600000	200000	fifa11-club
de	Frankfurt	184	Clark	27	2800000	200000	fifa11-club
de	Frankfurt	187	Caio	24	3300000	250000	fifa11-club
de	Frankfurt	185	Chris	32	1500000	100000	fifa11-club
de	Frankfurt	186	Kormaz	24	2900000	200000	fifa11-club
de	Frankfurt	196	Rode	19	1600000	100000	fifa11-club
de	Frankfurt	188	Gekas	30	5100000	400000	fifa11-club
de	Frankfurt	190	Fenin	23	3500000	250000	fifa11-club
de	Frankfurt	191	Fahrmann	21	1400000	100000	fifa11-club
de	Frankfurt	192	Tzavellas	22	1400000	100000	fifa11-club
de	Frankfurt	198	Jung	20	800000	50000	fifa11-club
de	Frankfurt	194	Alvarez	18	1600000	100000	fifa11-club
de	Frankfurt	197	Meier	27	1200000	100000	fifa11-club
de	Frankfurt	195	Schwegler	23	1500000	100000	fifa11-club
de	Frankfurt	199	Kohler	30	700000	50000	fifa11-club
de	Frankfurt	189	Amanatidis	28	2300000	150000	fifa11-club
de	Frankfurt	193	Altintop	27	1400000	100000	fifa11-club
de	Frankfurt	393	Vasoski	30	1500000	100000	audited-addition
de	Frankfurt	394	Titsch-Rivero	20	1600000	100000	audited-addition
de	Hoffenheim	200	Starke	29	3200000	250000	fifa11-club
de	Hoffenheim	202	Jaissle	22	3200000	250000	fifa11-club
de	Hoffenheim	205	Compper	25	3000000	200000	fifa11-club
de	Hoffenheim	203	Ibertsberger	28	3000000	200000	fifa11-club
de	Hoffenheim	204	Simunic	32	1600000	100000	fifa11-club
de	Hoffenheim	208	Salihovic	25	4800000	350000	fifa11-club
de	Hoffenheim	206	Sigurdsson	20	4500000	350000	fifa11-club
de	Hoffenheim	209	Rudy	20	4500000	350000	fifa11-club
de	Hoffenheim	207	Gustavo	23	2900000	200000	fifa11-club
de	Hoffenheim	218	Terrazzino	29	1300000	100000	audited-retained
de	Hoffenheim	210	Ibisevic	26	7800000	600000	fifa11-club
de	Hoffenheim	211	Haas	27	1800000	150000	fifa11-club
de	Hoffenheim	201	Beck	23	2800000	200000	fifa11-club
de	Hoffenheim	215	Nelson	22	2000000	150000	audited-retained
de	Hoffenheim	212	Vorsah	22	1400000	100000	fifa11-club
de	Hoffenheim	217	Williams	23	1200000	100000	audited-retained
de	Hoffenheim	214	Weis	25	1200000	100000	fifa11-club
de	Hoffenheim	213	Ba	25	2900000	200000	fifa11-club
de	Hoffenheim	216	Mlapa	19	2200000	150000	fifa11-club
de	Hoffenheim	219	Obasi	24	1700000	150000	fifa11-club
de	Hoffenheim	395	Gulde	19	1300000	100000	audited-addition
de	Hoffenheim	396	Vukcevic	20	3200000	250000	audited-addition
de	Hoffenheim	397	Tagoe	23	3500000	250000	audited-addition
de	M'gladbach	220	Bailly	24	2600000	200000	fifa11-club
de	M'gladbach	222	Brouwers	28	2700000	200000	fifa11-club
de	M'gladbach	223	Dante	26	2500000	200000	fifa11-club
de	M'gladbach	221	Levels	23	2000000	150000	fifa11-club
de	M'gladbach	224	Daems	31	1100000	100000	fifa11-club
de	M'gladbach	234	Reus	21	12800000	950000	fifa11-club
de	M'gladbach	228	Arango	30	3800000	300000	fifa11-club
de	M'gladbach	225	Meeuwis	29	2700000	200000	fifa11-club
de	M'gladbach	226	Marx	29	2100000	150000	fifa11-club
de	M'gladbach	229	Bobadilla	23	3100000	250000	fifa11-club
de	M'gladbach	230	Idrissou	30	1400000	100000	fifa11-club
de	M'gladbach	231	Heimeroth	29	1100000	100000	fifa11-club
de	M'gladbach	233	Jaures	32	600000	50000	fifa11-club
de	M'gladbach	399	Anderson	22	2000000	150000	audited-addition
de	M'gladbach	232	Dorda	21	900000	50000	fifa11-club
de	M'gladbach	239	Jantschke	20	800000	50000	fifa11-club
de	M'gladbach	227	Bradley	23	2100000	150000	fifa11-club
de	M'gladbach	235	Herrmann	19	1600000	100000	fifa11-club
de	M'gladbach	238	Neustadter	22	1500000	100000	fifa11-club
de	M'gladbach	237	Matmour	25	800000	50000	fifa11-club
de	M'gladbach	398	ter Stegen	18	1100000	100000	audited-addition
de	M'gladbach	400	de Camargo	27	3300000	250000	audited-addition
de	M'gladbach	401	Callsen-Bracker	25	2300000	150000	audited-addition
de	Koln	240	Mondragon	39	1300000	100000	fifa11-club
de	Koln	242	Mohamad	30	2300000	150000	fifa11-club
de	Koln	243	Geromel	24	3100000	250000	fifa11-club
de	Koln	241	Brecko	26	2500000	200000	fifa11-club
de	Koln	244	Wome	26	2500000	200000	audited-retained
de	Koln	248	Ehret	30	2400000	200000	fifa11-club
de	Koln	246	Petit	33	1500000	100000	fifa11-club
de	Koln	247	Pezzoni	21	3100000	250000	fifa11-club
de	Koln	250	Podolski	25	10000000	750000	fifa11-club
de	Koln	249	Novakovic	31	5100000	400000	fifa11-club
de	Koln	245	Freis	25	3700000	300000	fifa11-club
de	Koln	251	Kessler	24	3000000	200000	fifa11-unique
de	Koln	253	Schorch	21	1900000	150000	fifa11-club
de	Koln	252	McKenna	30	1000000	100000	fifa11-club
de	Koln	255	Yalcin	20	2200000	150000	fifa11-club
de	Koln	258	Matuschyk	21	2200000	150000	fifa11-club
de	Koln	256	Lanig	26	1700000	150000	fifa11-club
de	Koln	254	Clemens	19	1600000	100000	fifa11-club
de	Koln	257	Jajalo	22	1500000	100000	fifa11-club
de	Koln	259	Chihi	22	1600000	100000	fifa11-club
de	Koln	402	Varvodic	21	1200000	100000	audited-addition
de	Koln	403	Ionita	21	2100000	150000	audited-addition
de	Koln	404	Yabo	18	800000	50000	audited-addition
de	Koln	405	Brosinski	22	1300000	100000	audited-addition
de	Freiburg	260	Pouplin	25	3300000	250000	fifa11-club
de	Freiburg	262	Krmas	30	2300000	150000	fifa11-club
de	Freiburg	263	Butscher	30	2300000	150000	fifa11-club
de	Freiburg	261	Mujdza	26	2500000	200000	fifa11-club
de	Freiburg	264	Bastians	22	2800000	200000	fifa11-club
de	Freiburg	265	Putsila	23	3800000	300000	fifa11-club
de	Freiburg	268	Abdessadki	29	2700000	200000	fifa11-club
de	Freiburg	266	Ferati	23	3800000	300000	fifa11-unique
de	Freiburg	267	Schuster	25	2800000	200000	fifa11-club
de	Freiburg	270	Makiadi	26	2600000	200000	fifa11-club
de	Freiburg	269	Cisse	25	20000000	1500000	fifa11-club
de	Freiburg	271	Baumann	20	2100000	150000	fifa11-club
de	Freiburg	273	Barth	30	1300000	100000	fifa11-club
de	Freiburg	272	Toprak	21	1700000	150000	fifa11-club
de	Freiburg	275	Iashvili	32	1100000	100000	fifa11-unique
de	Freiburg	278	Rosenthal	24	2000000	150000	fifa11-club
de	Freiburg	276	Flum	22	2200000	150000	fifa11-club
de	Freiburg	274	Uzoma	21	1800000	150000	fifa11-unique
de	Freiburg	277	Caligiuri	22	1800000	150000	fifa11-club
de	Freiburg	279	Reisinger	28	1200000	100000	fifa11-club
de	Freiburg	406	Salz	25	1100000	100000	audited-addition
de	Freiburg	407	Banovic	30	2200000	150000	audited-addition
de	Freiburg	408	D. Williams	21	1000000	100000	audited-addition
de	Hannover 96	280	Fromlowitz	24	6100000	450000	fifa11-club
de	Hannover 96	281	Cherundolo	31	4100000	300000	fifa11-club
de	Hannover 96	284	Djakpa	23	7100000	550000	fifa11-club
de	Hannover 96	282	Haggui	26	6300000	450000	fifa11-club
de	Hannover 96	283	Schulz	27	5200000	400000	fifa11-club
de	Hannover 96	286	Schmiedebach	21	10600000	800000	fifa11-club
de	Hannover 96	285	Andreasen	27	6300000	450000	fifa11-club
de	Hannover 96	293	Pinto	29	2700000	200000	fifa11-club
de	Hannover 96	287	Konan	26	10900000	800000	fifa11-club
de	Hannover 96	290	Abdellaoue	24	11900000	900000	fifa11-club
de	Hannover 96	288	Hanke	26	7000000	500000	fifa11-club
de	Hannover 96	291	Miller	28	2700000	200000	fifa11-club
de	Hannover 96	294	Pogatetz	27	4600000	350000	fifa11-club
de	Hannover 96	292	Eggimann	29	1900000	150000	fifa11-club
de	Hannover 96	297	Lala	34	1300000	100000	fifa11-club
de	Hannover 96	295	Stindl	22	3000000	200000	fifa11-club
de	Hannover 96	299	Stoppelkamp	23	2100000	150000	fifa11-club
de	Hannover 96	289	Schlaudraff	27	5800000	450000	fifa11-club
de	Hannover 96	298	Forssell	29	1100000	100000	fifa11-club
de	Hannover 96	409	Zieler	21	2400000	200000	audited-addition
de	Hannover 96	410	Chahed	27	2000000	150000	audited-addition
de	Hannover 96	411	Rausch	20	3800000	300000	audited-addition
de	Nurnberg	300	Schafer	31	4000000	300000	fifa11-club
de	Nurnberg	302	Maroh	23	5500000	400000	fifa11-club
de	Nurnberg	303	Wolf	28	4200000	300000	fifa11-club
de	Nurnberg	301	Chandler	20	3000000	200000	appearance-db
de	Nurnberg	304	Pinola	27	2300000	150000	fifa11-club
de	Nurnberg	305	Simons	33	2700000	200000	fifa11-club
de	Nurnberg	306	Hegeler	22	6000000	450000	fifa11-club
de	Nurnberg	307	Ekici	20	3200000	250000	fifa11-club
de	Nurnberg	310	Mintal	32	1500000	100000	fifa11-club
de	Nurnberg	308	Eigler	26	5400000	400000	fifa11-club
de	Nurnberg	309	Schieber	21	6400000	500000	fifa11-club
de	Nurnberg	311	Stephan	23	2300000	150000	fifa11-club
de	Nurnberg	315	Judt	24	2300000	150000	fifa11-club
de	Nurnberg	313	Bieler	24	1900000	150000	fifa11-club
de	Nurnberg	316	Pech	34	800000	50000	audited-retained
de	Nurnberg	319	Frantz	23	1500000	100000	fifa11-club
de	Nurnberg	314	Vidosic	23	1500000	100000	fifa11-club
de	Nurnberg	317	Cohen	21	1500000	100000	fifa11-club
de	Nurnberg	318	Correa	28	2000000	150000	audited-retained
de	Nurnberg	312	Kaya	31	1000000	100000	audited-retained
de	Nurnberg	412	Nilsson	27	3300000	250000	audited-addition
de	Nurnberg	413	Mak	20	2200000	150000	audited-addition
de	Nurnberg	414	Mendler	19	1800000	150000	audited-addition
de	Nurnberg	415	Plattenhardt	18	1800000	150000	audited-addition
de	K'lautern	320	Sippel	22	3600000	250000	fifa11-club
de	K'lautern	324	Amedick	27	3300000	250000	fifa11-club
de	K'lautern	327	Petsos	19	4300000	300000	fifa11-club
de	K'lautern	322	Damjanovic	29	2200000	150000	fifa11-club
de	K'lautern	321	Dick	25	2600000	200000	fifa11-club
de	K'lautern	330	Tiffert	28	9000000	700000	fifa11-club
de	K'lautern	329	De Wit	22	5200000	400000	fifa11-club
de	K'lautern	328	Kirch	28	3900000	300000	fifa11-club
de	K'lautern	325	Amri	25	3700000	300000	fifa11-club
de	K'lautern	323	Ilicevic	23	3500000	250000	fifa11-club
de	K'lautern	326	Lakic	26	7000000	500000	fifa11-club
de	K'lautern	337	Trapp	20	2500000	200000	fifa11-club
de	K'lautern	331	Knaller	23	1500000	100000	fifa11-club
de	K'lautern	338	Rodnei	24	1700000	150000	fifa11-club
de	K'lautern	332	Bugera	32	800000	50000	fifa11-club
de	K'lautern	333	Hornig	30	1000000	100000	audited-retained
de	K'lautern	339	Bilek	26	1900000	150000	fifa11-club
de	K'lautern	335	Rivic	25	1600000	100000	fifa11-club
de	K'lautern	336	Correia	21	1800000	150000	fifa11-club
de	K'lautern	334	Nemec	24	3000000	200000	fifa11-club
de	K'lautern	416	Abel	29	1300000	100000	audited-addition
de	K'lautern	417	Moravek	20	3200000	250000	audited-addition
